,Unnamed: 0,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Married_couples_3_Households,Religion_Not_Stated,deceased,Sikhs,Married_couples_None_Households,Power_Parity_Rs_330000_425000,Population,Power_Parity_Above_Rs_545000,DaysFromFirstDate_y,Households_with_Telephone_Mobile_Phone_Both,Muslims,Main_source_of_drinking_water_River_Canal_Households,Literate,Household_size_9_persons_and_above_Households,Cultivator_Workers,Female_Workers,Other_Workers,Gender_Ratio,Power_Parity_Rs_240000_330000,Illiterate_Education,Household_size_1_person_Households,Total_Power_Parity,Christians,Households_with_Computer,active,LPG_or_PNG_Households,NumRuralHospitals_NHP18,Household_size_6_8_persons_Households,Area,Households_with_Television,Power_Parity_Rs_150000_330000,Households_with_Telephone_Mobile_Phone_Mobile_only,Married_couples_3_or_more_Households,Female,Not_having_bathing_facility_within_the_premises_Total_Households,TotalPublicHealthFacilities_HMIS,Total_Education,Secondary_Education,Non_Workers,Type_of_bathing_facility_Enclosure_without_roof_Households,Power_Parity_Rs_425000_545000,Households_with_Internet,Households_with_Radio_Transistor,Household_size_1_to_2_persons,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,District_code,Male,Negative,Household_Workers,Type_of_latrine_facility_Pit_latrine_Households,SC,Location_of_drinking_water_source_Away_Households,Agricultural_Workers,Power_Parity_Rs_90000_150000,NumUrbanHospitals_NHP18,Households_with_Telephone_Mobile_Phone,Households,Households_with_separate_kitchen_Cooking_inside_house,Main_source_of_drinking_water_Tapwater_Households,TotalSamples,Other_Education,NumUrbanBeds_NHP18,Hindus,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Near_the_premises_Households,Male_Workers,Housholds_with_Electric_Lighting,Having_bathing_facility_Total_Households,Male_ST,Married_couples_1_Households,Population.1,Primary_Education,Households_with_Car_Jeep_Van,Power_Parity_Rs_150000_240000,Age_Group_0_29,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,NumDistrictHospitals_HMIS,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Literate_Education,Main_source_of_drinking_water_Un_covered_well_Households,Having_latrine_facility_within_the_premises_Total_Households,Married_couples_5__Households,Positive,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,NumRuralBeds_NHP18,Type_of_latrine_facility_Other_latrine_Households,Location_of_drinking_water_source_Within_the_premises_Households,Power_Parity_Rs_45000_150000,confirmed,DaysFromFirstDate_x,type_Private Laboratory,Power_Parity_Less_than_Rs_45000,Jains,Married_couples_2_Households,Main_Workers,Marginal_Workers,Buddhists,Others_Religions,Household_size_2_persons_Households,Household_size_3_to_5_persons_Households,Condition_of_occupied_census_houses_Dilapidated_Households,Male_SC,Power_Parity_Rs_330000_545000,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Higher_Education,Type_of_fuel_used_for_cooking_Any_other_Households,Rural_population,Rural_Households,Male_Literate,Age_Group_50,recovered,Household_size_3_persons_Households,Urban_population,NumPublicBeds_HMIS,Female_Literate,Workers,Graduate_Education,Power_Parity_Rs_45000_90000,Household_size_5_persons_Households,type_Government Laboratory,Urban_Households,type_Collection Site,Ownership_Owned_Households,Age_Group_30_49,Households_with_Scooter_Motorcycle_Moped,NumPrimaryHealthCenters_HMIS,Female_ST,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Households_with_Bicycle,NumSubDistrictHospitals_HMIS,Middle_Education,Main_source_of_drinking_water_Spring_Households,Ownership_Rented_Households,Married_couples_4_Households,Below_Primary_Education,Households_with_Telephone_Mobile_Phone_Landline_only,zone,NumCommunityHealthCenters_HMIS,Household_size_4_persons_Households,ST,Density,Female_SC,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Age_not_stated,state_active,state_recovered,state_deceased
49,49,2,Gujarat,Surat,11,30,0,42215,3945,13,5703,216710,1170,60439692,1684,98,100342,660772,402,4571410,59925,109549,410723,2076214,919,1700,942150,48229,16368,21052,149331,430,815423,364,276610,"196,024",788447,3480,855336,49399,2679098,149151,2236,5438048,896927,3527780,157733,1924,55694,395329,174440,207420,492,3402224,39760,42040,23291,158115,62145,325739,4428,122,995637,1899838,1275151,1047402,42384,79862,20565,5260193,20722,117310,228438,2142819,1252452,1150519,432089,854742,6081322,1332690,106983,1780,3563443,4989,37,112976,4495898,12286,1103767,1103,2624,21375,11715,5698,1009087,7398,456,98,4,712,112835,178819,2405288,148254,12902,3920,126211,788695,8298,82202,3094,84,433651,1308,34694609,369840,2687468,723415,13,193437,25745083,41129,1883942,2553542,379505,2970,254274,10,1529998,0,788508,1740746,530528,1770,424863,149810,397563,44,807021,167,478407,6081,566242,39959,3,385,340984,856952,308,75913,5294,53718,652,108,36
50,50,2,Gujarat,Vadodara,2,5,0,36738,3110,11,9340,98592,584,60439692,1360,98,83851,384579,5373,2893080,49094,312126,460161,793306,919,924,910219,35169,9753,23813,117818,154,411734,364,206020,"196,024",497049,1813,462473,42196,2011890,247541,2236,3778551,504732,2472153,108542,905,53606,264896,122649,198108,486,2153736,39760,17680,28086,221629,94469,570361,2837,122,583926,1240425,820324,639002,42384,60177,20565,3713941,7232,39945,218599,1233312,798277,632580,586665,566507,4165626,865726,72630,889,2213474,908,37,95845,2868332,16732,543474,824,2624,14552,11715,1375,567053,4617,218,98,4,473,27650,172826,1360660,332813,2069,1124,87480,502358,11888,114602,1489,560,268451,276,34694609,547454,1614087,733710,53,124359,25745083,41129,1278993,1693473,314960,1780,165191,10,692971,0,771779,1190041,351423,1770,563236,323337,399901,44,457662,1387,88479,4634,396624,37602,3,385,212808,1149901,308,107027,7288,28401,652,108,36
51,51,2,Gujarat,Valsad,1,0,0,11282,3108,1,1589,48960,196,60439692,325,98,22085,94034,2848,1170657,18166,147569,227057,400818,919,260,405928,15275,3316,19661,31285,3,137209,364,84074,"196,024",188248,529,209929,13020,818456,129360,2236,1499794,212318,962433,62631,318,11020,52199,50956,189033,491,887222,39760,11833,8753,38237,69975,183025,911,122,242422,498391,346809,119981,42384,26987,20565,1571147,2128,66781,128462,516188,329218,232568,450976,240251,1705678,303197,23938,269,944532,1165,37,21685,1093866,29603,170861,256,2624,7837,11715,1475,163491,1728,4,98,4,223,13809,59697,577327,165918,913,1417,35681,208732,4137,19557,514,513,123281,153,34694609,262410,655528,259906,0,51136,25745083,41129,515129,743245,90912,817,68650,10,235981,0,297911,485874,128491,1770,451818,176942,119338,44,171712,2348,58586,1482,165459,10408,2,385,88946,902794,308,18680,3258,15366,652,108,36
59,59,2,Tamil Nadu,Chennai,13,14,0,15288,38356,0,2851,118340,748,72147030,3686,98,214074,439270,49,3776276,15916,14454,447995,1751824,996,1866,419065,30582,15742,358662,355838,306,910262,692,122912,"130,058",1055696,3820,688857,17628,2310888,33168,2581,4061097,801050,2829435,15930,1214,217368,398414,169721,170162,603,2335844,56836,37345,7440,779667,16519,13674,3685,525,1017122,1314125,1092062,908587,65977,67277,37353,3751322,18353,43461,245763,1369302,1096334,1073399,5207,859219,4646732,516445,146388,1954,2271657,2888,32,264763,3642032,3500,1057802,414,1683,19543,40179,3927,844285,5802,405,98,10,471,51708,111380,1619554,197743,2804,1759,139139,798018,9435,389001,1962,80,464207,619,37229590,0,1968079,899279,99,237897,34917440,72616,1808197,1817297,905515,2117,182588,16,1314125,0,522493,1468902,515581,1854,4854,6553,409796,310,720331,1061,565934,1926,167207,114191,3,385,377533,10061,555,390666,2587,6894,759,202,0
60,60,2,Tamil Nadu,Dharmapuri,0,1,0,4998,1167,0,164,44454,42,72147030,76,98,16103,38304,939,917709,4004,201328,305113,267156,996,180,512824,18542,2364,14089,18927,1,104785,692,56310,"130,058",310765,435,222790,5458,732540,199830,2581,1523923,177877,755673,89072,92,3651,52200,67669,99607,630,774303,56836,15341,15041,245392,61589,267345,370,525,258752,487926,229150,212222,65977,26069,37353,1452956,2270,48634,281438,446057,337972,181094,32130,280175,1506843,240222,5843,255,804186,716,32,7687,1011099,59989,72402,51,1683,3633,40179,1139,37897,1339,1,98,10,380,37,50837,652996,98174,39,87,49127,252941,8871,124706,134,125,103367,214,37229590,396819,527599,267536,0,61578,34917440,72616,390110,751170,112592,969,76730,16,91107,0,344702,434328,107968,1854,30914,301065,164521,310,221194,299,32008,409,129778,19859,2,385,114633,63044,555,120686,3861,793,759,202,0
61,61,2,Tamil Nadu,Dindigul,0,3,0,6056,4546,0,313,77288,228,72147030,236,98,20547,105012,1758,1481834,5217,165405,439686,440962,996,322,480681,30279,4682,169945,38677,80,209640,692,68502,"130,058",458486,956,335455,6698,1078837,206469,2581,2075710,282628,1054620,110764,479,9155,130963,113811,66961,612,1080938,56836,30829,36351,452376,41028,467959,1000,525,379839,713542,458498,459347,65977,29443,37353,1879494,5001,57892,381313,665469,500057,356703,4095,414781,2159775,386421,15538,634,1065734,3086,32,15800,1595029,21095,187447,99,1683,11021,40179,4884,140831,2362,80,98,10,421,71,64405,963017,142138,256,138,83532,375642,9191,225573,707,934,153100,391,37229590,443818,816180,443528,0,107295,34917440,72616,665654,1105155,163050,1362,95903,16,269724,0,445908,647806,147737,1854,3969,330624,222834,310,372636,3328,106467,543,207751,23837,2,385,172444,8064,555,226803,4960,2707,759,202,0
62,62,2,Tamil Nadu,Madurai,1,1,0,7350,8602,0,520,112608,372,72147030,738,98,47472,168881,810,2273430,8561,92719,451928,841792,996,502,449125,40659,6917,97711,95311,24,391821,692,83006,"130,058",708942,1482,530152,8241,1511777,246100,2581,2847799,453509,1683620,66623,710,34097,228106,153915,90919,623,1526475,56836,47293,26772,408976,65204,372828,1526,525,618922,1010441,714764,678712,65977,39350,37353,2760502,19034,62999,434208,902704,754141,551839,5622,605700,3038252,525151,30852,980,1528178,5747,32,54832,2398674,3207,472221,129,1683,23070,40179,8103,298527,3158,52,98,10,458,1532,71390,1173902,180730,199,305,113256,552457,10479,205098,1082,1171,250285,304,37229590,417718,1223810,593827,28,154348,34917440,72616,1049620,1354632,363152,1632,139168,16,592723,0,491822,913715,228557,1854,5474,283179,325803,310,532616,2055,279755,762,234611,41298,3,385,258941,11096,555,203878,7653,2532,759,202,0
63,63,2,Tamil Nadu,Namakkal,1,3,0,2788,2983,0,183,75446,220,72147030,249,98,29271,32483,2340,1176131,1692,158473,366782,447249,996,241,388418,36901,3824,16909,31581,55,265276,692,38032,"130,058",418420,747,300910,2947,857321,147132,2581,1588778,214836,828356,98709,358,8960,138294,124286,66003,609,869280,56836,38797,49551,345392,28446,253726,890,525,352439,627484,378236,365810,65977,21582,37353,1673652,3523,61860,308684,531463,441044,330625,29383,354019,1726601,297179,18550,506,817905,1361,32,19466,1200360,35099,194417,14,1683,6595,40179,2274,140627,1940,55,98,10,309,84,45345,839152,59093,108,199,87385,313747,7462,173973,578,154,126468,263,37229590,370357,653312,397064,0,100172,34917440,72616,522819,898245,169206,1050,67297,16,257127,0,343287,510413,212434,1854,27676,209494,262313,310,247516,578,126986,145,123573,22258,3,385,146278,57059,555,171419,4415,1219,759,202,0
64,64,2,Tamil Nadu,Ramanathapuram,1,0,0,5592,6552,0,154,51020,75,72147030,112,98,16266,208038,3192,978946,7704,173767,210226,250108,996,185,107292,12698,2340,91139,22379,12,100484,692,56029,"130,058",284169,453,217349,6654,670787,198377,2581,1293898,189132,750468,29619,151,5172,67893,50029,26315,626,682658,56836,25228,21480,249008,77511,153874,504,525,252000,417239,244729,190837,65977,16785,37353,1047411,22842,13731,217014,392751,291400,130578,559,232329,1353445,293886,5524,268,708322,1395,32,5886,1186606,48007,120474,217,1683,52359,40179,4182,34430,1282,12,98,10,265,29,38952,486150,116827,86,36,37331,215193,8534,125015,226,25155,105978,112,37229590,290478,536487,252888,0,53869,34917440,72616,442459,602977,97405,778,67432,16,126761,0,270430,389764,49605,1854,546,197472,125445,310,236511,1170,51959,845,246909,18385,2,385,93892,1105,555,123993,6240,2471,759,202,0
65,65,2,Tamil Nadu,Salem,1,4,0,7933,4547,0,412,132976,437,72147030,515,98,46638,95487,1706,2285562,6260,257004,610363,841443,996,523,955045,54960,8169,53841,63867,19,448968,692,104034,"130,058",749932,1720,564666,8622,1700485,345077,2581,3290477,457866,1787896,176899,943,20660,196973,196664,96292,608,1781571,56836,141503,36933,580512,98845,454210,1727,525,650064,1170352,681331,723966,65977,60365,37353,3326357,6722,77409,593208,1083797,835377,573822,60489,678452,3482056,571061,30660,1197,1737345,32290,32,39279,2335432,79818,321173,80,1683,9970,40179,34442,226846,3912,29,98,10,642,992,98849,1561030,133130,174,246,141704,611941,16423,294062,1380,414,242306,310,37229590,572813,1285107,713294,10,176298,34917440,72616,1000455,1694160,296399,2185,157811,16,597539,0,706525,1029479,352121,1854,58880,495095,441388,310,518763,1128,199211,609,188672,38760,2,385,277832,119369,555,286450,10005,1938,759,202,0
66,66,2,Tamil Nadu,Thanjavur,1,0,0,6279,2805,0,231,93957,187,72147030,348,98,42853,190814,152,1790998,7394,129913,293596,397605,996,389,461123,31686,4914,133971,42912,53,223044,692,82659,"130,058",522490,992,374054,7135,1223474,329940,2581,2273994,373111,1431811,59898,370,13495,137848,109324,97701,620,1182416,56836,31200,18669,455062,20460,415361,1064,525,446982,753372,514461,499900,65977,49261,37353,2075870,2937,34935,374666,680483,555582,275134,1739,445798,2405890,431983,17231,603,1193095,9827,32,24121,1812871,1831,272623,146,1683,4635,40179,10854,209948,2538,54,98,10,481,1256,58184,834484,139595,795,148,77638,405697,21937,225859,557,98,178126,171,37229590,479070,944264,499235,1,111423,34917440,72616,846734,974079,222410,1474,114151,16,274302,0,475525,712017,161750,1854,1822,307799,343328,310,419605,1448,108700,710,138375,30075,3,385,180123,3561,555,229203,6974,1543,759,202,0
67,67,2,Tamil Nadu,Thiruvarur,0,1,0,2565,1456,0,258,50060,65,72147030,108,98,32084,96092,134,946471,2822,69883,170315,164657,996,193,175564,18370,2272,33192,15535,14,109580,692,39566,"130,058",287260,433,159818,2918,637584,211331,2581,1243066,203450,724109,27218,117,4416,80899,62703,78485,619,626693,56836,10440,12762,430927,14124,295188,497,525,225629,408179,295870,244534,65977,28166,37353,1132785,2493,21924,231871,369853,303114,116640,1466,247478,1264277,250163,6790,240,627880,369,32,6894,1067502,860,130231,65,1683,3155,40179,1062,81976,1278,30,98,10,271,279,27515,412425,127743,151,64,44333,222880,11980,214717,182,241,103908,89,37229590,321331,503085,257116,16,59777,34917440,72616,443386,540168,99082,781,63701,16,86848,0,287483,377118,72916,1854,1568,186342,189906,310,243773,287,34994,288,138960,33727,3,385,99402,3034,555,216210,4145,2163,759,202,0
68,68,2,Tamil Nadu,Tirunelveli,0,1,0,6758,4746,0,268,136895,424,72147030,484,98,54192,303368,2719,2273457,8581,115715,560279,701312,996,469,621010,62258,7501,342254,63590,35,361760,692,96746,"130,058",694984,1560,468175,7638,1556321,348544,2581,2950484,390495,1640779,100348,858,19070,183729,183875,64366,628,1520912,56836,239664,66068,569714,38406,379763,1624,525,571195,1064667,716049,731794,65977,71437,37353,2425630,14772,43906,485131,876175,779130,471783,5109,606589,3077233,618656,24290,1091,1554277,7021,32,29935,2329474,3638,390799,140,1683,18456,40179,9471,296790,3603,65,98,10,572,144,69205,1271407,165047,373,450,121617,531125,11111,279570,1282,346,220088,419,37229590,547962,1210710,644563,30,145882,34917440,72616,1062747,1436454,247635,1979,147790,16,516705,0,641511,876129,195295,1854,5161,353711,379446,310,517646,619,163635,740,263517,48828,2,385,237453,10270,555,290144,10677,2264,759,202,0
69,69,2,Tamil Nadu,Tiruppur,0,1,0,3576,5076,0,455,99345,576,72147030,1446,98,45363,123983,1574,1760566,2924,135817,446354,842999,996,838,552447,43625,10027,70015,55311,110,463530,692,43837,"130,058",609808,2208,475349,3818,1232893,107839,2581,2229526,298635,1212915,154165,978,17181,177832,172250,52467,633,1246159,56836,40988,67678,395876,32209,246333,2316,525,560785,894908,644967,611353,65977,21436,37353,2278835,6611,47188,342558,819783,655073,592867,2740,543330,2479052,444390,43477,1370,1177987,2277,32,34742,1677079,23777,400593,23,1683,8542,40179,3718,325939,4309,110,98,10,510,371,54213,1168596,97541,198,119,128625,481695,7814,196907,1554,113,170870,401,37229590,356886,959623,504674,0,169098,34917440,72616,800943,1266137,179733,1993,85523,16,538022,0,434928,794639,333579,1854,2718,248181,290774,310,369432,244,251957,219,192583,40073,3,385,227074,5458,555,198969,8039,1752,759,202,0
70,70,2,Tamil Nadu,Viluppuram,0,1,0,12652,6884,0,325,102350,118,72147030,143,98,27731,133896,1555,2195776,16143,369646,685866,463153,996,437,999902,27779,5306,138279,43311,28,228172,692,154822,"130,058",676077,1001,484134,14726,1718054,496584,2581,3430072,508930,1755624,125683,271,8472,101921,114590,90689,607,1740819,56836,38237,21746,1015716,57534,832213,1041,525,547305,967314,459716,663958,65977,45680,37353,3174941,5283,59841,612231,1017383,748444,307759,37570,579796,3458873,646306,13030,564,1881463,1117,32,14829,2430170,35352,169801,368,1683,9540,40179,3534,134578,3043,46,98,10,730,4032,107471,1260802,442447,238,278,86811,518788,15143,510869,389,1860,246856,190,37229590,808042,1234479,624042,18,120940,34917440,72616,961297,1703249,229726,2002,175528,16,159272,0,726665,949892,184050,1854,37289,621276,351418,310,549742,842,67280,1706,202930,35440,2,385,222320,74859,555,504847,7054,3476,759,202,0
71,71,2,Tamil Nadu,Virudhunagar,1,2,0,2872,3914,0,245,89882,199,72147030,321,98,23643,47838,1504,1398788,3392,57153,371047,649005,996,298,403246,44466,4300,67405,37357,22,235005,692,46868,"130,058",457317,893,308362,3150,974579,222337,2581,1853523,230321,992130,64628,416,10219,109937,133899,61793,625,967709,56836,35298,16606,399831,43124,208702,921,525,353909,734724,498189,453098,65977,35156,37353,1822626,16410,35098,380659,579111,505950,317795,1182,410503,1942288,398670,9845,595,987538,9753,32,17403,1450277,4158,167021,39,1683,18701,40179,11927,116349,2106,22,98,10,364,98,36597,854066,96092,87,75,89433,355973,7084,198704,615,103,138306,328,37229590,363782,760375,378174,0,103255,34917440,72616,638413,950158,167506,1185,87049,16,370942,0,379629,575006,119486,1854,1112,283237,282826,310,317054,684,149739,239,163264,21904,3,385,165669,2294,555,201127,4232,1570,759,202,0
83,83,3,Tamil Nadu,Chennai,17,35,0,15288,38356,0,2851,118340,748,72147030,3686,99,214074,439270,49,3776276,15916,14454,447995,1751824,996,1866,419065,30582,15742,358662,355838,358,910262,692,122912,"130,058",1055696,3820,688857,17628,2310888,33168,2581,4061097,801050,2829435,15930,1214,217368,398414,169721,170162,603,2335844,62596,37345,7440,779667,16519,13674,3685,525,1017122,1314125,1092062,908587,72403,67277,37353,3751322,18353,43461,245763,1369302,1096334,1073399,5207,859219,4646732,516445,146388,1954,2271657,2888,32,264763,3642032,3500,1057802,414,1755,19543,40179,3927,844285,5802,457,99,10,471,51708,111380,1619554,197743,2804,1759,139139,798018,9435,389001,1962,80,464207,619,37229590,0,1968079,899279,99,237897,34917440,72616,1808197,1817297,905515,2117,182588,16,1314125,0,522493,1468902,515581,1854,4854,6553,409796,310,720331,1061,565934,1926,167207,114191,3,385,377533,10061,555,390666,2587,6894,583,212,0
84,84,3,Tamil Nadu,Coimbatore,4,3,0,7282,7483,0,1112,125225,847,72147030,1837,99,90704,211035,1164,2635907,6010,80217,484825,1207622,996,1062,519919,46603,13938,190314,149920,66,675153,692,69356,"130,058",841918,3020,635226,7924,1728748,93422,2581,3024107,526165,1890095,156267,1435,63273,286145,202265,30861,632,1729297,62596,50085,71781,535911,36623,230026,3206,525,777347,1169752,895691,886960,72403,53709,37353,3044145,7643,27863,349543,1083125,896325,852521,14245,730354,3458045,466745,87211,1958,1579517,3270,32,109489,2504188,14470,630809,81,1755,9663,40179,5995,559777,6074,141,99,10,725,3284,82440,1443252,124698,435,237,155662,668312,9138,266960,2282,98,273098,520,37229590,284795,1394790,757738,75,230417,34917440,72616,1241117,1567950,440520,2868,123574,16,884957,0,561733,1117221,445588,1854,14097,209677,353990,310,523563,758,346382,561,220388,51417,2,385,314321,28342,555,268951,6993,3569,583,212,0
85,85,3,Tamil Nadu,Kancheepuram,0,1,0,10013,21978,0,1620,123421,522,72147030,797,99,103399,173785,1411,3013382,11202,89343,492506,1257225,996,560,678374,37098,8349,256762,200738,11,622095,692,115195,"130,058",904619,1698,665334,11193,1985294,188733,2581,3546183,634172,2324438,132855,832,100322,240359,166082,163172,604,2012958,62596,54732,51093,948081,61890,272514,1965,525,832716,1213504,822329,732354,72403,67354,37353,3537399,26856,129924,496248,1181308,961161,805076,20605,761575,3998252,535947,68427,1138,2076492,5912,32,137686,2867809,39231,651240,155,1755,32942,40179,9902,435671,3958,11,99,10,541,4962,97620,1367378,306436,990,756,128984,701330,13344,474264,1354,3262,312208,475,37229590,438799,1611461,715895,0,196143,34917440,72616,1401921,1673814,526886,1993,179266,16,774705,0,700252,1200284,418526,1854,20605,323242,425865,310,608188,1413,281627,1025,183054,63983,3,385,325921,41210,555,473817,9949,5581,583,212,0
86,86,3,Tamil Nadu,Madurai,1,3,0,7350,8602,0,520,112608,372,72147030,738,99,47472,168881,810,2273430,8561,92719,451928,841792,996,502,449125,40659,6917,97711,95311,28,391821,692,83006,"130,058",708942,1482,530152,8241,1511777,246100,2581,2847799,453509,1683620,66623,710,34097,228106,153915,90919,623,1526475,62596,47293,26772,408976,65204,372828,1526,525,618922,1010441,714764,678712,72403,39350,37353,2760502,19034,62999,434208,902704,754141,551839,5622,605700,3038252,525151,30852,980,1528178,5747,32,54832,2398674,3207,472221,129,1755,23070,40179,8103,298527,3158,56,99,10,458,1532,71390,1173902,180730,199,305,113256,552457,10479,205098,1082,1171,250285,304,37229590,417718,1223810,593827,28,154348,34917440,72616,1049620,1354632,363152,1632,139168,16,592723,0,491822,913715,228557,1854,5474,283179,325803,310,532616,2055,279755,762,234611,41298,3,385,258941,11096,555,203878,7653,2532,583,212,0
