,Unnamed: 0,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Positive,Married_couples_None_Households,NumDistrictHospitals_HMIS,Main_source_of_drinking_water_Un_covered_well_Households,Negative,LPG_or_PNG_Households,Household_size_3_to_5_persons_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Power_Parity_Rs_330000_545000,Illiterate_Education,Cultivator_Workers,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Married_couples_3_or_more_Households,Female_ST,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Gender_Ratio,Households_with_Radio_Transistor,Marginal_Workers,Location_of_drinking_water_source_Away_Households,Married_couples_4_Households,Households_with_Telephone_Mobile_Phone_Both,Household_size_3_persons_Households,Power_Parity_Rs_425000_545000,Buddhists,Total_Power_Parity,Literate,Other_Workers,Having_bathing_facility_Total_Households,Households_with_Scooter_Motorcycle_Moped,type_Collection Site,Literate_Education,Ownership_Rented_Households,Main_source_of_drinking_water_River_Canal_Households,Household_size_6_8_persons_Households,deceased,Higher_Education,Married_couples_2_Households,Household_size_9_persons_and_above_Households,Area,Type_of_latrine_facility_Other_latrine_Households,Power_Parity_Rs_150000_240000,Female_Literate,Households,Main_source_of_drinking_water_Other_sources_Households,Housholds_with_Electric_Lighting,Married_couples_1_Households,DaysFromFirstDate_y,Main_source_of_drinking_water_Tapwater_Households,Power_Parity_Rs_45000_150000,Power_Parity_Rs_90000_150000,Urban_Households,Households_with_Telephone_Mobile_Phone_Mobile_only,Male_SC,NumSubDistrictHospitals_HMIS,recovered,Rural_population,Christians,confirmed,Urban_population,Main_source_of_drinking_water_Tubewell_Borehole_Households,Ownership_Owned_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Religion_Not_Stated,Below_Primary_Education,NumRuralHospitals_NHP18,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_240000_330000,Primary_Education,Households_with_Telephone_Mobile_Phone_Landline_only,Other_Education,Not_having_bathing_facility_within_the_premises_Total_Households,active,Households_with_Bicycle,Others_Religions,Household_size_1_to_2_persons,Household_size_5_persons_Households,Female,Total_Education,Secondary_Education,NumUrbanBeds_NHP18,Male_Literate,Population,ST,DaysFromFirstDate_x,Hindus,Female_SC,Households_with_Internet,Type_of_latrine_facility_Pit_latrine_Households,Main_source_of_drinking_water_Spring_Households,Male,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Graduate_Education,Condition_of_occupied_census_houses_Dilapidated_Households,Age_not_stated,Power_Parity_Rs_45000_90000,Male_Workers,Female_Workers,Population.1,Power_Parity_Rs_330000_425000,Age_Group_50,Muslims,Non_Workers,TotalPublicHealthFacilities_HMIS,Married_couples_5__Households,Having_latrine_facility_within_the_premises_Total_Households,Workers,Age_Group_30_49,NumUrbanHospitals_NHP18,NumPrimaryHealthCenters_HMIS,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_3_Households,Location_of_drinking_water_source_Within_the_premises_Households,type_Private Laboratory,Households_with_Telephone_Mobile_Phone,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Main_Workers,Agricultural_Workers,type_Government Laboratory,Male_ST,Middle_Education,Household_size_2_persons_Households,Rural_Households,Density,TotalSamples,Sikhs,Households_with_separate_kitchen_Cooking_inside_house,Households_with_Television,Households_with_Computer,NumCommunityHealthCenters_HMIS,Power_Parity_Above_Rs_545000,zone,Households_with_Car_Jeep_Van,Household_Workers,Age_Group_0_29,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Power_Parity_Less_than_Rs_45000,Jains,Household_size_4_persons_Households,Household_size_1_person_Households,Power_Parity_Rs_150000_330000,NumPublicBeds_HMIS,NumRuralBeds_NHP18,SC,District_code,state_active,state_recovered,state_deceased
25,25,1,Gujarat,Vadodara,5,4,0,2407.0,98592,37.0,16732,37014.0,411734,502358,908,108542,1489,910219,312126,560,42196,563236,7288,919,264896,332813,94469,4634,83851,124359,905,2069,9753,2893080,793306,632580,351423,0,2868332,88479,5373,206020,10,268451,172826,49094,"196,024",1375,889,1278993,1240425,7232,798277,566507,97,639002,4617,2837,692971,462473,114602,44.0,8,34694609,23813,208,25745083,39945,771779,276,3110,396624,364.0,218599,924,865726,37602,60177,247541,190,399901,1124,122649,165191,2011890,3778551,504732,20565.0,1614087,60439692,1149901,97,3713941,107027,53606,28086,1387,2153736,198108,314960,11888,28401,1780,1233312,460161,4165626,584,733710,384579,2472153,2236.0,824,543474,1693473,1190041,122.0,1770,95845,36738,567053,4,583926,14552,1360660,570361,10,586665,457662,87480,547454,308,39421.0,9340,820324,497049,117818,385.0,1360,3.0,72630,17680,2213474,323337,473,27650,212808,35169,1813,41129.0,11715.0,221629,486,633,37,24
26,26,1,Kerala,Kannur,2,5,0,437.0,100283,53.0,397151,19998.0,115356,330674,206,9532,651,279352,36549,3593,20104,21230,33042,1084,239332,129907,39088,3317,193231,87111,370,1118,4432,2138434,691704,497016,76530,0,2290106,28563,181,101710,0,308670,72201,36672,"38,863",247,259,1125478,872479,9712,511167,350621,97,63652,2564,1292,566191,247886,40260,82.0,48,17471135,262526,109,15934926,12764,507341,143,5945,204713,981.0,63511,373,487016,62097,40277,46193,61,66300,722,74153,93855,1341557,2569458,540383,21139.0,1012956,33406061,41371,97,1509592,43090,32653,117871,10820,1181446,13746,217203,19594,5761,1272,609377,214739,2523003,281,588081,742483,1698887,1297.0,809,530436,824116,741984,299.0,933,34105,15978,440610,2,503214,24306,694209,82988,10,20141,491844,54436,306288,859,20821.0,424,533052,423337,83940,229.0,49,3.0,44108,12875,1187177,9535,536,193,149708,19717,632,39511.0,16865.0,83350,589,79,78,0
27,27,1,Kerala,Kottayam,1,0,0,437.0,55261,53.0,177265,19998.0,187213,330354,290,15549,175,134393,49991,3337,6177,10998,25137,1084,117604,131182,58162,298,202339,84509,70,358,3071,1749798,604169,416985,122177,0,1793308,37276,730,74003,0,280720,72827,6001,"38,863",509,241,888206,678161,15927,464039,346188,97,110023,1811,893,196194,191404,75503,82.0,3,17471135,858608,4,15934926,6897,434540,168,4636,117681,981.0,71856,276,271496,57483,52339,63468,1,76041,565,70095,95420,1006262,1927701,475724,21139.0,861592,33406061,21972,97,983598,78406,37849,149689,6936,968289,7562,221350,19478,1548,918,530322,205413,1974551,105,565048,126499,1238816,1297.0,21,464124,735735,596302,299.0,933,50903,5858,350435,2,451226,26930,604553,63052,10,10974,373998,54557,481967,859,20821.0,204,467182,406922,83999,229.0,88,3.0,73096,18523,811653,12340,481,83,150425,15538,517,39511.0,16865.0,153909,597,79,78,0
28,28,1,Kerala,Kozhikode,0,1,0,437.0,96503,53.0,396233,19998.0,145558,444561,164,22819,546,335520,26543,1566,25527,7799,18202,1084,228436,194794,55550,3332,238753,114136,338,235,4594,2615443,844928,613671,149330,0,2744977,35910,328,122779,0,351267,102483,32377,"38,863",215,354,1348504,990336,15285,641660,459312,97,143663,2546,1070,666543,294411,97279,82.0,13,17471135,131516,22,15934926,12553,638772,185,6967,247996,981.0,86008,307,564392,99037,53166,70154,9,94227,588,84108,131865,1615351,3080497,630818,21139.0,1266939,33406061,15228,97,1734958,101912,36791,88173,10775,1470942,14347,250117,31308,2959,1476,752333,196648,3086293,208,686109,1211131,2137312,1297.0,493,668842,948981,909581,299.0,933,51258,21702,542267,2,632201,27954,754187,64198,10,7429,647221,63700,323793,859,20821.0,297,660228,490719,107602,229.0,71,2.0,54277,13312,1487644,10094,770,601,198560,20408,661,39511.0,16865.0,199191,591,79,78,0
29,29,1,Kerala,Malappuram,1,0,0,437.0,115399,53.0,508118,19998.0,139994,425449,215,23144,184,622345,57567,1552,51784,11718,23025,1084,207137,210377,50719,9238,218598,92845,111,179,4838,3311315,869029,692169,138096,0,3572086,47021,509,200802,0,392867,124797,79209,"38,863",269,480,1713911,1157129,19300,730119,482615,97,115058,2668,892,522586,424435,151557,82.0,14,17471135,81556,22,15934926,22831,719609,297,6225,415601,981.0,95071,265,770417,77464,41344,82426,8,96908,579,69135,163389,2152592,4194431,933793,21139.0,1597404,33406061,22990,97,1135259,156709,27909,212489,4784,1960328,25795,203779,26689,3243,1776,898157,164267,4112920,73,662311,2888849,3050496,1297.0,1724,754074,1062424,1041361,299.0,933,43503,40822,628805,2,720497,26145,852047,117405,10,11272,814285,49957,634543,859,20821.0,205,739014,485406,119918,229.0,83,2.0,59145,18423,2406005,14558,1156,68,169215,19178,745,39511.0,16865.0,308266,592,79,78,0
30,30,1,Punjab,Amritsar,0,2,0,257.0,45325,28.0,291,7100.0,279993,276797,4725,102374,1699,540010,124617,176,22637,0,10552,895,71084,130602,6683,2777,39155,53282,990,876,6979,1684770,629998,430958,225063,0,1485800,41576,255,138044,2,203656,87870,28732,"50,362",5843,823,751789,660953,7144,461231,324471,97,218410,2607,1582,385476,313792,405977,47.0,1,17344192,54344,14,10399146,127669,430041,196,10864,197944,510.0,26122,576,313874,26625,15879,49345,11,286368,1044,36730,110436,1172248,2025810,328229,12128.0,932981,27743338,0,97,690939,364887,29961,43459,99,1318408,253217,142399,31025,1980,1025,735195,182661,2490656,709,436496,12502,1572800,742.0,488,379230,917856,667193,172.0,521,49521,19372,447498,2,379572,7674,787254,121599,3,0,283819,27743,275477,550,7887.0,1716935,458184,413460,63864,146.0,1012,2.0,56185,41642,1384987,96836,262,3152,113079,8987,1399,13527.0,5805.0,770864,49,11,1,2
31,31,1,Tamil Nadu,Ariyalur,0,2,0,1629.0,31577,32.0,7201,49506.0,39642,125800,153,10906,63,233438,107312,609,1339,5448,1950,996,36609,87610,12471,87,7216,35012,44,88,1258,480604,72138,40121,40913,0,532701,14004,275,27758,0,53934,18746,1353,"130,058",588,121,211022,254277,1006,177502,146444,97,173304,752,234,30322,121775,88076,310.0,0,37229590,37403,5,34917440,8599,181005,197,853,60697,692.0,152795,108,134123,5367,16126,157985,5,104900,42,43195,37933,380191,766139,96860,37353.0,269582,72147030,10722,97,708397,88154,1749,4701,347,374703,14696,57524,6348,536,518,212547,147304,754894,19,157771,7942,395043,2581.0,9,35933,359851,216103,525.0,1854,3046,1243,32840,10,134358,2237,272241,166837,16,5274,113437,30209,223955,555,59023.0,104,159746,165150,8371,385.0,18,2.0,2937,13564,380484,158588,196,65,52855,12986,229,72616.0,40179.0,176230,616,473,179,0
32,32,1,Tamil Nadu,Chennai,4,11,0,1629.0,118340,32.0,3500,49506.0,910262,798018,2888,15930,1962,419065,14454,80,17628,4854,2587,996,398414,197743,16519,1926,214074,237897,1214,2804,15742,3776276,1751824,1073399,515581,0,3642032,565934,49,122912,0,464207,111380,15916,"130,058",3927,1954,1808197,1314125,18353,1096334,859219,97,908587,5802,3685,1314125,688857,389001,310.0,99,37229590,358662,378,34917440,43461,522493,619,38356,167207,692.0,245763,1866,516445,114191,67277,33168,279,409796,1759,169721,182588,2310888,4061097,801050,37353.0,1968079,72147030,10061,97,3751322,390666,217368,7440,1061,2335844,170162,905515,9435,6894,2117,1369302,447995,4646732,748,899279,439270,2829435,2581.0,414,1057802,1817297,1468902,525.0,1854,264763,15288,844285,10,1017122,19543,1619554,13674,16,5207,720331,139139,0,555,59023.0,2851,1092062,1055696,355838,385.0,3686,3.0,146388,37345,2271657,6553,471,51708,377533,30582,3820,72616.0,40179.0,779667,603,473,179,0
33,33,1,Tamil Nadu,Kancheepuram,1,0,0,1629.0,123421,32.0,39231,49506.0,622095,701330,5912,132855,1354,678374,89343,3262,11193,20605,9949,996,240359,306436,61890,1025,103399,196143,832,990,8349,3013382,1257225,805076,418526,0,2867809,281627,1411,115195,0,312208,97620,11202,"130,058",9902,1138,1401921,1213504,26856,961161,761575,97,732354,3958,1965,774705,665334,474264,310.0,0,37229590,256762,10,34917440,129924,700252,475,21978,183054,692.0,496248,560,535947,63983,67354,188733,10,425865,756,166082,179266,1985294,3546183,634172,37353.0,1611461,72147030,41210,97,3537399,473817,100322,51093,1413,2012958,163172,526886,13344,5581,1993,1181308,492506,3998252,522,715895,173785,2324438,2581.0,155,651240,1673814,1200284,525.0,1854,137686,10013,435671,10,832716,32942,1367378,272514,16,20605,608188,128984,438799,555,59023.0,1620,822329,904619,200738,385.0,797,3.0,68427,54732,2076492,323242,541,4962,325921,37098,1698,72616.0,40179.0,948081,604,473,179,0
34,34,1,Tamil Nadu,Madurai,0,4,0,1629.0,112608,32.0,3207,49506.0,391821,552457,5747,66623,1082,449125,92719,1171,8241,5474,7653,996,228106,180730,65204,762,47472,154348,710,199,6917,2273430,841792,551839,228557,0,2398674,279755,810,83006,0,250285,71390,8561,"130,058",8103,980,1049620,1010441,19034,754141,605700,97,678712,3158,1526,592723,530152,205098,310.0,28,37229590,97711,50,34917440,62999,491822,304,8602,234611,692.0,434208,502,525151,41298,39350,246100,22,325803,305,153915,139168,1511777,2847799,453509,37353.0,1223810,72147030,11096,97,2760502,203878,34097,26772,2055,1526475,90919,363152,10479,2532,1632,902704,451928,3038252,372,593827,168881,1683620,2581.0,129,472221,1354632,913715,525.0,1854,54832,7350,298527,10,618922,23070,1173902,372828,16,5622,532616,113256,417718,555,59023.0,520,714764,708942,95311,385.0,738,3.0,30852,47293,1528178,283179,458,1532,258941,40659,1482,72616.0,40179.0,408976,623,473,179,0
35,35,1,Tamil Nadu,Thanjavur,3,3,0,1629.0,93957,32.0,1831,49506.0,223044,405697,9827,59898,557,461123,129913,98,7135,1822,6974,996,137848,139595,20460,710,42853,111423,370,795,4914,1790998,397605,275134,161750,0,1812871,108700,152,82659,0,178126,58184,7394,"130,058",10854,603,846734,753372,2937,555582,445798,97,499900,2538,1064,274302,374054,225859,310.0,1,37229590,133971,53,34917440,34935,475525,171,2805,138375,692.0,374666,389,431983,30075,49261,329940,52,343328,148,109324,114151,1223474,2273994,373111,37353.0,944264,72147030,3561,97,2075870,229203,13495,18669,1448,1182416,97701,222410,21937,1543,1474,680483,293596,2405890,187,499235,190814,1431811,2581.0,146,272623,974079,712017,525.0,1854,24121,6279,209948,10,446982,4635,834484,415361,16,1739,419605,77638,479070,555,59023.0,231,514461,522490,42912,385.0,348,3.0,17231,31200,1193095,307799,481,1256,180123,31686,992,72616.0,40179.0,455062,620,473,179,0
36,36,1,Tamil Nadu,Thiruvallur,1,1,0,1629.0,117828,32.0,53570,49506.0,621907,671689,5948,133464,1348,610048,73444,858,10766,23551,10795,996,222750,290136,63193,1021,78827,185181,876,951,7731,2791721,1135784,786843,363741,0,2687680,291863,412,103687,0,303091,93063,12554,"130,058",11779,1137,1296010,1119433,41640,909400,717165,97,625071,3672,1732,732196,630578,410526,310.0,0,37229590,233633,51,34917440,148885,636443,474,18959,181452,692.0,531907,455,461918,62993,66378,151979,51,374923,530,150892,164709,1852042,3297728,622789,37353.0,1495711,72147030,47243,97,3325823,411120,75634,76666,1374,1876062,175520,451321,17057,4419,1940,1103563,434491,3728104,472,643614,143093,2190050,2581.0,130,636991,1538054,1154775,525.0,1854,112276,9615,343722,10,772398,44284,1247918,270586,16,23692,600731,118838,387237,555,59023.0,1422,805187,857364,174279,385.0,580,3.0,54505,58240,1925296,280985,539,3693,321799,32054,1592,72616.0,40179.0,821646,602,473,179,0
37,37,1,Tamil Nadu,Tiruchirappalli,0,1,0,1629.0,111432,32.0,12369,49506.0,333478,461837,11815,59769,902,401149,170669,839,7775,8784,7220,996,233925,131650,37971,739,55391,132507,573,250,6411,2038981,634142,398567,234290,0,2124918,188095,862,89376,0,223178,67755,7495,"130,058",13913,841,951216,875727,4714,651621,513890,97,607773,3060,1450,423020,447223,230790,310.0,33,37229590,246156,51,34917440,47674,500203,566,4302,229415,692.0,375662,490,444023,34800,70392,302285,18,362952,253,142144,123698,1370006,2526067,418930,37353.0,1087765,72147030,18198,97,2279413,235771,30046,29132,888,1352284,70112,291506,12804,2411,1610,789206,424773,2722290,329,575960,190964,1508311,2581.0,139,340058,1213979,797258,525.0,1854,49741,6897,287219,10,537414,7303,1082329,378782,16,9414,447474,98241,452707,555,59023.0,324,556177,592152,79588,385.0,646,2.0,28571,30386,1346661,302377,472,628,205632,43903,1331,72616.0,40179.0,466561,614,473,179,0
38,38,1,Tamil Nadu,Tiruvannamalai,0,1,0,1629.0,83936,32.0,32837,49506.0,176242,382614,2926,102902,389,672427,292641,915,9562,44998,4166,996,73410,268105,33865,968,19983,90489,271,157,4189,1626813,373753,262010,138956,0,1782712,47934,700,105226,0,174560,77068,9408,"130,058",3628,483,717010,710163,2850,549077,422698,97,496596,2317,798,147061,345750,282615,310.0,0,37229590,66987,9,34917440,40597,536269,253,3486,203879,692.0,401432,324,442688,23596,36454,331254,9,309133,110,96016,126599,1228986,2455139,343955,37353.0,909803,72147030,90954,97,2294369,282714,6445,25166,310,1235889,53134,158041,12541,1956,1519,738995,499182,2464875,118,477668,91636,1226698,2581.0,149,135162,1238177,683904,525.0,1854,10740,8445,157967,10,389329,4775,970072,525063,16,45956,423135,68693,563102,555,59023.0,232,349169,505170,27529,385.0,131,2.0,7851,46720,1301347,449825,545,7898,165526,27323,807,72616.0,40179.0,565329,606,473,179,0
39,39,1,Tamil Nadu,Viluppuram,1,0,0,1629.0,102350,32.0,35352,49506.0,228172,518788,1117,125683,389,999902,369646,1860,14726,37289,7054,996,101921,442447,57534,1706,27731,120940,271,238,5306,2195776,463153,307759,184050,0,2430170,67280,1555,154822,0,246856,107471,16143,"130,058",3534,564,961297,967314,5283,748444,579796,97,663958,3043,1041,159272,484134,510869,310.0,18,37229590,138279,45,34917440,59841,726665,190,6884,202930,692.0,612231,437,646306,35440,45680,496584,27,351418,278,114590,175528,1718054,3430072,508930,37353.0,1234479,72147030,74859,97,3174941,504847,8472,21746,842,1740819,90689,229726,15143,3476,2002,1017383,685866,3458873,118,624042,133896,1755624,2581.0,368,169801,1703249,949892,525.0,1854,14829,12652,134578,10,547305,9540,1260802,832213,16,37570,549742,86811,808042,555,59023.0,325,459716,676077,43311,385.0,143,2.0,13030,38237,1881463,621276,730,4032,222320,27779,1001,72616.0,40179.0,1015716,607,473,179,0
40,40,2,Bihar,Munger,3,1,0,148.0,21424,43.0,48900,2299.0,49141,130791,1030,59858,75,498676,45953,419,9066,10409,13116,918,56958,193256,43505,1638,4853,30778,46,95,1424,801817,167566,109560,24259,0,849734,11182,862,85773,1,101907,33704,18796,"94,163",2634,137,328076,308063,4871,90461,199555,98,20237,861,307,85782,138260,97195,33.0,6,92341436,1815,31,11758016,7168,248457,1855,2576,226699,930.0,93833,20,158699,6558,4394,154189,24,112707,61,28389,52077,638724,1348410,147152,5936.0,473741,104099452,21404,98,1252319,86651,2653,12592,118,729041,184033,64469,20065,2586,554,327453,99205,1367765,29,188319,110416,941107,2146.0,463,102385,426658,316713,103.0,2007,2838,6965,126411,0,149671,6270,233402,196449,6,10995,146414,23445,222281,"1,102",13785.0,338,236192,69973,17946,63.0,42,3.0,3755,16690,860147,158542,287,145,47936,4944,157,17796.0,6083.0,183846,226,63,28,1
41,41,2,Bihar,Patna,7,1,0,148.0,77267,43.0,32808,2299.0,321307,411646,4474,223867,473,2590473,271216,1105,86592,4352,24702,918,227469,510619,97253,18736,33562,83095,293,1062,7065,3459679,867118,562795,176114,0,4920726,104162,885,328240,0,463361,183921,139437,"94,163",7981,692,1431632,1210094,14948,546859,609661,98,231255,4202,1877,552103,590486,482088,33.0,5,92341436,12551,24,11758016,90643,829728,11250,21668,1244842,930.0,252246,129,1095655,38617,46126,394646,19,430595,203,78118,175456,2759953,7511199,698351,5936.0,2028047,104099452,9069,98,5356075,438830,40692,33740,463,3078512,666585,452340,71080,13609,2325,1436411,445475,5838465,180,815638,439952,3956579,2146.0,7766,507581,1881886,1382654,103.0,2007,61156,60090,607942,0,662665,17401,1371267,658203,6,4717,920051,60489,657991,"1,102",13785.0,4803,899309,453344,132582,63.0,476,3.0,49821,85349,3626564,433555,1091,2151,153095,17629,821,17796.0,6083.0,920918,230,63,28,1
42,42,2,Bihar,Rohtas,1,5,0,148.0,33837,43.0,8126,2299.0,41659,166203,1544,163333,73,876443,218087,471,58724,15251,6234,918,123491,382440,26201,13663,8169,32977,45,1584,1555,1799832,252736,248462,49892,0,2188753,15995,556,166881,0,194928,103275,87548,"94,163",2969,167,738049,608061,5613,114893,260042,98,25242,951,363,95678,291988,286596,33.0,0,92341436,2889,7,11758016,5158,433720,5119,6185,535187,930.0,73129,20,548971,12400,16006,207416,7,224824,537,35246,75928,1416372,3065196,333053,5936.0,1061783,104099452,31650,98,2645415,262950,4594,5419,121,1543546,412516,161555,28748,3809,588,707939,216940,2959918,28,407193,300487,2035039,2146.0,7318,128652,924879,673742,103.0,2007,4727,37743,356548,0,312557,6761,542439,405544,6,16399,399053,27143,512383,"1,102",13785.0,2569,432151,106218,36279,63.0,46,3.0,10819,48512,1875174,322377,299,252,57298,8103,187,17796.0,6083.0,549546,234,63,28,1
43,43,2,Bihar,Siwan,0,1,0,148.0,45113,43.0,1883,2299.0,42384,191273,788,204642,34,1207119,264928,413,61005,43528,6797,918,181860,470312,27943,13821,8090,39746,21,407,3014,1930175,259900,276680,64065,0,2421121,6347,259,203685,0,186817,114884,107489,"94,163",2589,318,814269,674372,2685,52935,323877,98,19043,1888,596,41858,378819,195965,33.0,17,92341436,2618,30,11758016,1279,535085,1873,5708,689880,930.0,158086,9,612635,14390,12091,268199,13,382782,86,42432,86278,1655374,3628240,355277,5936.0,1115906,104099452,87000,98,2712635,190720,3834,9063,58,1675090,518473,119164,44252,3120,1292,730396,202020,3330464,13,498299,608282,2398048,2146.0,6151,124672,932416,713597,103.0,2007,4088,41033,358850,0,401299,3415,462104,376344,6,43472,445257,31553,632514,"1,102",13785.0,369,502991,74071,37833,63.0,32,2.0,10891,31244,2115448,414315,734,359,65249,10879,327,17796.0,6083.0,386685,218,63,28,1
44,44,2,Gujarat,Anand,3,0,0,2624.0,52524,37.0,9141,39760.0,147122,231623,443,42320,618,360506,152412,71,23887,12063,5017,919,64013,154763,44677,2684,34679,52344,368,267,4372,1551253,329593,254683,104613,0,1588947,31488,188,110412,2,127459,83841,27026,"196,024",707,393,676772,621987,3879,378310,266912,98,323542,2246,1293,208909,187528,54476,44.0,9,34694609,29789,33,25745083,51975,379759,183,2719,257524,364.0,98762,314,560542,21978,20487,172481,22,172466,142,58103,84504,1005521,1949453,283571,20565.0,874481,60439692,24824,98,1798794,49989,9902,25352,55,1087224,78937,110351,7967,6271,953,627561,217233,2092745,250,366419,250919,1247951,2236.0,569,230571,844794,585093,122.0,1770,20391,20634,283725,4,244185,4193,690031,346329,10,12761,229013,39860,413078,308,42384.0,1524,344329,203467,32523,385.0,538,3.0,19352,16460,1134962,191147,261,8591,94775,18243,707,41129.0,11715.0,104465,482,652,108,36
